Category,Organization / Business Name,Type,Contact Person,Email,Phone,Website,Service Area,Capabilities / Keywords,Verification Tier,Notes,Source(s),Seed Source
Consulting,The Cannabis Business Advisors,Business,Maxime Kot — President and part owner,Info@TheCannabisBusinessAdvisors.com,602-290-9424,https://thecannabisbusinessadvisors.com/ohio-cannabis-policy-update/,Ohio and nationwide,Consulting; Regulatory Compliance,Source-verified,"Ohio market-entry and compliance strategy plus licensing preparation, operational analysis, policies and procedures, business development, M&A and expansion support. Team bios document advisors holding Ohio marijuana business licenses.",https://thecannabisbusinessadvisors.com/about/ | https://thecannabisbusinessadvisors.com/ohio-cannabis-policy-update/,Research pass — 2026-08-14; source pages retrieved and reviewed; Batch 10 audit — 2026-08-15; source pages retrieved and reviewed
Nonprofit & Advocacy,The Cannabis Chamber of Commerce,Nonprofit,Cannabis Chamber Membership / Partnership Team,Info@TheCannabisChamber.com,,https://www.thecannabischamber.com/,Statewide / Multi-Market,Nonprofit / Advocacy,Source-verified,Official site,https://www.thecannabischamber.com/contact | https://www.ohiocannabisexpo.com/,"Organizations | Warm Contacts | Batch 1 audit, 2026-08-15; source pages retrieved and reviewed"
Marketing & Media,The Cannabis Marketing Agency,Business,Eric Allred — Founder & Head of Product,,909-274-9641,https://www.thecannabismarketingagency.com/contact-us,Ohio statewide,Marketing / Media; Advertising,Source-verified,"Retained in the publishable Ohio referral set. The current first-party site explicitly states that the agency helps early operators in Ohio and maintains an Ohio market page, clearing the Ohio-deployment threshold. The former hello@thecannabisadagency.com mailbox permanently failed with status 5.1.3 and remains removed. Current outreach is the published 909-274-9641 phone plus the official contact/booking form; no replacement email was inferred. The Ohio regulatory page is service evidence only and should not be cited as current DCC law.",https://www.thecannabismarketingagency.com/ | https://www.thecannabismarketingagency.com/contact-us | https://www.thecannabismarketingagency.com/dispensary-marketing/ohio,"Research pass — 2026-08-14 | Batch 9 audit, 2026-08-15; source pages retrieved and reviewed | Pass 1 research (round 9, from v52 queue), 2026-08-16; source pages retrieved and reviewed | Marketing & Media audit, 2026-08-22; source pages retrieved and reviewed | Gmail outreach bounce reconciliation, 2026-08-22; delivery diagnostics reviewed | Marketing & Media national-padding disposition, 2026-08-23; current source pages retrieved and reviewed"
Nonprofit & Advocacy,The Cannabis Museum,Nonprofit,Don E. Wirtshafter — Founder / Board Member | Kristyn Robinson — Director,info@cannabismuseum.com | kristyn@cannabismuseum.com,740-331-4558,https://cannabismuseum.com/,Athens / Statewide,Nonprofit / Advocacy; Education / Research,Source-verified,"Ohio historical, educational and research cannabis museum in Athens. IRS-listed entity name: ""Ars Medica The Archive of Botanical Medicene"" (spelling as it appears in the IRS record), EIN 83-2062881, tax-exempt since October 2018; the latest Form 990 confirms continued 501(c)(3) operation. Collection exceeds 12,000 artifacts; visits by appointment. Distinct from the other Athens-area entries in this Directory (Vext Science / Herbal Wellness Center, Mavuno of Ohio, DEM360), which are commercial operators. WOUB independently records the 501(c)(3) status, the 16050 Canaanville Road address in Athens and the October 2018 establishment date. Note a figure discrepancy in the organization's own materials: the current site states 12,000+ artifacts while its archived About page states 10,000+; the higher figure is the current one.","https://cannabismuseum.com/ | https://woub.org/event/cannabis-museum-participates-in-ohio-open-doors/ | IRS Form 990 filings under EIN 83-2062881, via ProPublica Nonprofit Explorer",Research pass — 2026-08-15; source pages retrieved and reviewed; Batch 11 audit — 2026-08-15; source pages retrieved and reviewed
Cultivator / Processor / Dispensary,The Cannabist Company / Columbia Care Ohio,Business,"Lee Ann Evans — SVP, Capital Markets",investor@cannabistcompany.com,,https://www.cannabistcompany.com/contact-us,"Ohio — statewide cultivation, manufacturing/wholesale and retail footprint",Cannabis Operator; Processing,Source-verified,"Current Ohio parent/operator record. A February 5, 2026 Ohio Attorney General filing identifies The Cannabist Company as owning and operating CannAscend Ohio Processing, LLC; see that separate licensed-processor entry. Cannabist announced a March 23, 2026 agreement to sell its Ohio operating subsidiaries to Holistic Industries for $47 million, subject to court approval and customary closing conditions and expected in Q3 2026. No closing announcement was found as of 2026-08-23, so Cannabist remains the current recorded parent and Holistic is treated only as a pending acquirer.",https://www.cannabistcompany.com/contact-us | https://investors.cannabistcompany.com/news-releases/news-release-details/cannabist-company-expands-ohio-footprint-opening-cannabist-saint | https://www.ohioattorneygeneral.gov/Files/Briefing-Room/News-Releases/State-of-Ohio-v-Ascend-Wellness-et-al.aspx | https://investors.cannabistcompany.com/news-releases/news-release-details/cannabist-company-announces-strategic-transactions-and-initiates,"Organizations | Batch 2 audit, 2026-08-14; source pages retrieved and reviewed | CannAscend ownership reconciliation pass, 2026-08-23; DCC, state and first-party source pages retrieved and reviewed"
Cultivator / Processor / Dispensary,The Garden Club Dispensary,Business,,,513-386-8027,https://gardenclubdispensaries.com/ohio/dispensary-near-pleasant-run-farm/,Springdale dispensary; Columbus cultivation and processing,Cannabis Operator; Cultivation; Processing; Dispensary / Retail,Source-verified,"Current first-party footer identifies Green Investment Partners LLC dba The Garden Club and license CCD000182-00 at 109 W Kemper Rd, Springdale. The same legal entity also holds active Columbus cultivation CCC000026-00 and processor CCP000024-00 credentials, establishing a vertically integrated Ohio operator. Distinct from King City Gardens' retail brand, The Garden.","https://gardenclubdispensaries.com/ohio/dispensary-near-pleasant-run-farm/ | Ohio DCC Current Roster, Green Investment Partners LLC / CCC000026-00, CCD000182-00 and CCP000024-00","DCC legal-entity → trade-name mapping Batch 2, 2026-08-23; source pages retrieved and reviewed; roster-verified"
Marketing & Media,The Hood Collective,Business,"Decater ""Doc"" Collins — Founder & CEO / Lead Curator",doc@hoodcollective.com,317-400-4792,https://www.hoodcollective.com/contact,"Throughout Ohio — Columbus, Cleveland, Cincinnati, Dayton and Akron",Marketing / Media,Source-verified,"Geography issue cleared on strong first-party evidence: the current page explicitly states it serves cannabis companies throughout Ohio, including the named metros, both remotely and in person.",https://www.hoodcollective.com/ohio-cannabis-marketing,"Research pass — 2026-08-14 | Batch 9 audit, 2026-08-15; source pages retrieved and reviewed | Pass 1 research (round 9, from v52 queue), 2026-08-16; source pages retrieved and reviewed | Marketing & Media audit, 2026-08-22; source pages retrieved and reviewed"
Nonprofit & Advocacy,The Mobility Independence Foundation (MIF),Nonprofit,Thomas Quiter — President & Founder,thomas@themif.org,607-373-7277,https://themif.org/action/contact/,Region to confirm,Nonprofit / Advocacy; Policy Advocacy,Source-verified,"Title corrected: Quiter's own site, X/social bios and multiple independent event bios list him as President and Founder, not CEO. His own bio also self-identifies as a Disabilities & Cannabis Advocate, so MIF's relevance here may extend beyond ecosystem/event adjacency, though it remains a nonprofit rather than a plant-touching business. Current official outreach materials publish Thomas Quiter's direct MIF email; the 2026 Abilities Expo exhibitor listing publishes the organization phone.","https://themif.org/ | https://themif.org/action/contact/ | https://www.linkedin.com/posts/the-mobility-independence-foundation_communityconcepts-mobilityindependence-activity-7369838331570003968-NLSU | https://www.abilities.com/chicago/exhibitors-for-screenreaders | https://thepowertomovefilm.com/ | named by Travis Vought, 12 Aug 2026","Organizations | Speakers | Batch 1 audit, 2026-08-14; source pages retrieved and reviewed | Nonprofit & Advocacy outreach-enrichment pass, 2026-08-23; source pages retrieved and reviewed"
Cultivator / Processor / Dispensary,The Mothership Cannabis Dispensary,Business,Clair Hobson & Tom Hobson — Owners,info@mothershipdispensary.com,330-422-8990,https://mothershipdispensary.com/contact/,"Streetsboro, Ohio",Dispensary / Retail,Source-verified,"Current official contact page supplies a direct organizational email and store phone. FN Group Holdings, LLC remains the DCC legal entity; the Hobsons' shared ownership with Wellspring Fields remains a documented relationship.",https://mothershipdispensary.com/contact/ | Ohio DCC active licensee roster (CCD000168-00),"Pass 2A promotion — 12 confirmed candidates, 2026-08-17; source pages retrieved and reviewed | Operator outreach-enrichment pass, 2026-08-22; source pages retrieved and reviewed"
Events & Expos,The Ohio Classic / The Classic Events,Business,James Keyes — Founder,info@theclassicevents.com,,https://theclassicevents.com/,Kettering / Dayton region; multi-market Classic series,Events / Expos; Cannabis Networking; Golf Event; Sponsorships; Brand Activations; Fundraising; Brain Tumor Research,Source-verified,"The 2026 Ohio Classic was held July 13, 2026 at NCR Country Club in Kettering. Current official event pages and business-controlled posts resolve the prior venue conflict in favor of NCR Country Club, not Pinnacle Golf Club. James Keyes remains confirmed as founder/owner, and The Classic Events continues as an active multi-market series. Current organizer-controlled sponsorship outreach publishes info@theclassicevents.com as the direct event route.",https://theclassicevents.com/ | https://theclassicevents.com/events/ | https://theclassicevents.com/theohioclassic | https://www.instagram.com/theohioclassic/ | https://www.linkedin.com/company/theclassicevents | https://www.linkedin.com/in/bokeyes | https://www.cannabismarketspotlight.com/ohio/speaker/1922086/james-keyes,"Events & Expos research pass — 2026-08-22; source pages retrieved and reviewed | Events currency QA — 2026-08-22; source pages retrieved and reviewed | Events & Expos outreach-enrichment pass, 2026-08-23; direct event inbox verified"
Out of scope — flagged for removal or separate list,The Source Marketing Group,Business,Kristin McFarland — Founder & CEO,cannabis@sourcemarketinggroup.com | info@sourcemarketinggroup.com,970-732-2257,https://sourcemarketinggroup.com/contact/,Colorado-centered / United States; no current Ohio cannabis client/project established,Marketing / Media,Source-verified,"Retained on the separate list as a current cannabis email, web and marketing agency, but removed from the publishable Ohio referral set. The current first-party portfolio names clients in other markets and does not establish a current Ohio-licensed cannabis client or Ohio project. Existing organizational outreach routes remain usable.",https://sourcemarketinggroup.com/ | https://sourcemarketinggroup.com/cannabis/,"Research pass — 2026-08-14 | Batch 9 audit, 2026-08-15 | Pass 1 research (round 9, from v52 queue), 2026-08-16; source pages retrieved and reviewed | Marketing & Media audit, 2026-08-22; source pages retrieved and reviewed | Marketing & Media national-padding disposition, 2026-08-23; current source pages retrieved and reviewed"
